Index	Address	Amount	Minted
27	0xAE08809434706D780a64665f0cE059CF8966432e	2.642087234877593	0
28	0x3675C5b582082F49184E297C88Df3a7942D46171	1.4856732189536341	0
29	0x843dCFD8d0D1CF81A28C1004b35F309Bdfeb2f45	3.8960931574574684	0
30	0x747D0f4352Cf6c8c8c7833418214Ac58b4EE70d0	2.345695798529927	0
31	0x66A39C198B9E3BD5f56E2FC7f4aB6181AE262440	4.09437824123321	0
32	0xa68597c604d383498673c50421f1A3Aea004F457	3.8775248876104706	0
33	0x3cF22e990b51f6Ad7BAbA5f45612989c2dF844D6	2.861620379912497	0
34	0x7ba295FcA9466173fC2685F165DcD6d39C239bbf	2.394070259035372	0
35	0x159981Fd8c8B095360d7dFa2D5201B16772acFB2	1.584024757914519	0
36	0x16c6786A0d4EAD46f8fCeeB68bdFf8E5Bc7ac79C	1.2824236509120597	0
37	0xcCdC191F480aAcA2B12C35c7B547bE2307A6b78D	1.253134706667833	0
38	0xb10118081CAe473960a8ec1c0CF5c445aff8cF2F	3.2522181242357435	0
39	0x0e94FfcB106eE70eC1579C3b30AC28c8B20EDBBA	2.029209524540722	0
40	0x634C9D91Af032c56E91E3cCcEDb249Cd00D7139f	3.518544482183809	0
41	0x20b396BEA8AACa01Ce2650028161635B828B7FE0	2.5562557895975395	0
42	0xA799603b6DE46c62c8C78291c3Bb17998C3b7041	1.3995818193862464	0
43	0x2F8Dd67F75CDC52B58f3b43E7BDC46d15F1DDE28	2.7374878560798224	0
44	0x6F6272F39c43020Cd73E79Bf500B98E4B564c003	1.3663820323272775	0
45	0xF3d8f0C5272a22A63F38Ba0622dCfdE2227a8f06	1.624933944098108	0
46	0xB6e13F44b184ef68297684a7060E417CfD2D7Fe7	2.3220244720424548	0
47	0x3bf790D8B7665d17a40ead9110e3625D0de87AB4	2.590777332605101	0
48	0xC654E26cE45B0bAA2E637A58bc46b67f164C6485	2.2976123271763433	0
49	0xff7469B0c10e5943784EE700f6d910c99faBBc47	1.7243568023332319	0
50	0xeDF745daCb68ABC7DDaB5544Ce60613f713910de	2.818702741138739	0
51	0xe4FF953355768d9f6C3FdE4b451A3A1bd8217E7b	2.529036593243239	0
52	0x6536883278d26f0756cC96b8AcEC19F2a013A221	2.372438631521306	0
53	0x41dE502e5CD30f4aD35d38CB22B635441b6ceeAD	3.358310539741921	0
54	0x3518F47f19C7C322744AD92C330F23f0EB75C1D9	3.2035693678288513	0
55	0x9425E06E5c3CA66d432bA83207FaB47B07f7034d	2.082944853840085	0
56	0xcd2B8fc90506f03a1d67D7a5d1a00DD7146171eD	2.34374148517539	0
57	0x3e77ABE005b9F038d0e40eadA48195dEAF12ff75	2.7347786982852877	0
58	0x76Fe1D946cdf045f1Ac218e61083186e1EF2dA5d	1.8309257592944457	0
59	0xf3A0D5aA00c3d0c8d9eD959e0A9F8A2aD7dC0035	1.797505728333813	0
60	0x873e49b2aaA12AB97392570f6c3b9F33AFBd6C00	2.0269122776486883	0
61	0x1Fc92e80b0980dFAa4430001c5dC65846DBb2073	4.508835671200938	0
62	0x54F210972B02989F8EcbD8239c660F976F19A42f	3.1512400724085854	0
63	0x30D1972e230312CcD22107c2C34C988b0D3987c0	2.396674272825746	0
64	0x0D30BDC7E8699A54d36c89D9A8fB83d0D69804B9	1.988462542350944	0
65	0xE021a27f4128AfE265Cb1697C905b2f34Be0190e	2.9644500696257507	0
66	0xeC3e0212e0cF3fb02806F4C9e1F4251A50330271	2.8957619459649355	0
67	0x2E2D62f283f01f0e3D22450AaAA0BbcFC465e1aE	1.781359487066879	0
68	0x95e2dD22e6AD510722e2919a28a3f3ee53e9fe58	3.4867811839588363	0
69	0x14fEe5a8FD25E48a6e1ccEa9829234636c489477	3.188233662361622	0
70	0xEaC5f7D0698c092d34941fc12A0c8ee1cf816763	2.377899515070145	0
71	0xd9154D7ff1fd27C929A3d0b1CcE99451b74FE820	2.6557242727550276	0
72	0x6281aB1E98240069D76E0029D8e8B9cD18eF4041	1.8542535029082545	0
73	0x7fB9CdF0D3d135c0E3c33132Bf38c3884705f901	3.374154928041646	0
74	0x693DFa615B793440fBFBF58Cb9984243a8DD50d1	1.656428889403158	0
75	0x95e259567daC3caC586972546c43993F38FE6dE9	1.7376437854382492	0
76	0x0Dd5DBC6CC6E4F7e623C5683a160336b957Dcf89	2.084436613734906	0
77	0xFEd6e13067E96F0087948dc03598A90c86daE80b	2.123966993756768	0
78	0xE6EE39ca33640A5C82074e14e8EBBf44FE87c876	2.2663253508431254	0
79	0x98223A17853A6DFcAd5f255175853DF868f5AE17	2.8350641431172696	0
80	0x6B4d47A1C6a0AF9095492f887C6aD00D36507Ca7	4.620048467636487	1
81	0x5C94219E4d35f45A5fC3eE176A522AfeC66b9019	3.3971248803044274	0
82	0x720c5eCd575Dd65EB7c576067E2d936579ee0755	3.3059616928472915	1
83	0x12C40bAFc503104bcCA93943d05f5BE30A084447	1.726381997242449	1
84	0x895242dcEa6C5A63B92C396A3e94725D3435884f	1.814263912950019	0
85	0x614c1d378b031ddAf6C5bfe5FAf83324f3F6Cdc5	2.825113788440411	0
86	0x52c042e219236FDD6B037eE33425DA08e6Bb57eD	1.402501511907954	0
87	0x02224d116D84DCf42d7a77b2862F1EAD472653ED	3.6484989298130612	0
88	0xf2004D774411da141556B9d884292C413332f71d	2.805487677572823	0
89	0x933121b9a5c4a98EE64F46942d0bD28A25bF0c33	2.60100574709102	0
90	0x74EE5c5127812Bf7eC12D989daEb684109C082c2	3.50509197105355	1
91	0x4ea81d8776Eb847A7fd20884b8D419Ddc2862E24	1.1778881358987334	0
92	0x8bDc5D5A98d81f30555A306eB75F64ed367e87c5	2.334332123661375	0
93	0xB63f8e7a08e73dE40ba4E552Ae07dD7e2131DdB1	2.0823339720311056	0
94	0x5e8c1AcEf996B80964107d998b91f8DeC6667A96	3.6998126259644017	0
95	0x27eDA2B464a1267b13E602F34381c639822C3d2b	2.889562127346203	0
96	0x275Ba7708C3aAA49F91A33F2Ed0bE3305F1d556f	1.8495893962691188	0
97	0xd8c7B1282E3a2Fb72b2b1074e4eA9b6909bd7aEE	2.320974356580605	0
98	0x3C34fCf38C299E9d2cB30aFC40634Bf4D9f6b870	1.6544299180034168	0
99	0x1c4A7759c13195946b8AF3E778F4cf6D1DBa69dc	1.2824308959811728	1
100	0x5263aDFE095B55bf939431a60dB70673Bd43673e	1.7011985926343658	0
101	0xe1F7eDc9DE8686460ED682b4c5A2B5386206a7ED	1.6239146745788033	0
102	0x284DabDaAF1f34F80f38b1c579b2209C0e4Dbbc5	5.673255958026443	0
103	0x4C37eabb424123639AEa7EE94551d120297EBf64	3.486396068638791	0
104	0x506B8e22fC2a57DeAEdE20021BFCa2eDfD1fB18B	2.735623708912412	0
105	0x2da232F94497026A16c5Ff4D1A57Ad9b196D8C5b	2.261274226300165	0
106	0x305487a8532cAd5Da0A8e1d296c329FD16a9063f	2.123352388095213	0
107	0x5796163d0E75b2ee89ed352CBeE5CBe0243B671b	1.6615149370781763	0
108	0xdd0Cb671C27AffC11B0bB70e26AD1071C004D395	1.8100164774418461	0
109	0x0773CB078705dd0C07e24A887A3f99dEc6D780a4	2.465071036320111	0
110	0x55795d3EE6a9f4B630c2eaa10B5A22a3194A4b22	2.9002536520634	0
111	0x33Bd0Bc3F27C78cB35CD83591D621AB9E2dC719A	1.4148623285689008	0
112	0x334feaB46b1AE2df70611AB1C93C6E8Bc7ad4D35	3.8604443711666194	1
113	0x4759d7C5fC3645323A3701A0dD806DcBB675298e	3.851645962932413	0
114	0x70c6CeA3f1be5F4CB417db25Fcc9eF1a1e7AfEdB	1.476007493925346	0
115	0xAA6E96F40E96B18c99329f5F47F8Cc456AD3Ad3d	1.490207689979696	0
116	0x5809F24F8585dE31D00b5FF3669CfFb2E23b5B4E	1.8789102684671717	0
117	0x3B78D6165c1961BB0C84d396210Fe0F43a8F7F19	2.3628279107864074	0
118	0x272b0B536226e0395AaD2634e02070DfA7e4c1f9	2.440979188931782	0
119	0xdEa710F98269b50252BA964d343be18ad230933B	1.9432653625307355	0
120	0xE7247379f4fC61172Ae014822f06bc49c6876A5a	1.193568231490882	0
121	0xd63Ab5f3624c146aEeAec8Aee95548C971eBFE9d	1.6595442844720822	0
122	0x8538dF046288c07d41f4411E3c253C2991D703e6	3.070213458735366	0
123	0x2e1f340F1904C47421138e5E2CD5de6f92eAcD47	1.3775399781916358	0
124	0x20f76E4a88B1392DC461fF4b28DeC5D833Ab05eF	2.3037886228501794	0
125	0x6470c0cFe0BA11A15dB64CC48Cf9b1Bb988B3EFE	1.3946270730373709	0
126	0x12e4c2bbD76134EE8d4f152bbe5c07a4C03C4d00	2.1374028370849296	0
127	0x2C7C9b044AED014ea34D1c0AA6F8e44A6d59Bc86	2.264489744674313	0
128	0xDD77a135e82A53995afa1B9cCE015b4B0b215d0d	2.893018755937825	0
129	0xe6440Da7bc7BaC17990F762CdBf5bc6d3F14627e	2.138664614368507	0
130	0xa234a82870307040042a5B2aC389672CBDe5aeA1	2.624131190869634	0
131	0xCF767bC45Efe1d7be9E0fE8D205502Cf7EDA1649	2.010647094069363	0
132	0xa2D87698EFa32B0C68c157D9c0e72D70bEf451BA	2.268545334559601	0
133	0x5c7524F67CB35D2aA33Ddf50dFfD8CA42aC63d3e	2.203768647821805	0
134	0x2CBDA54d961DEadDF3e8558D7EEe5E0EDa65500b	1.4639041912356312	0
135	0xDEfDDd4fF84159759ED56c728CfA61Ad620939e7	2.202670827831016	0
136	0x658794cA0e748e817b86d411EfcC1081CC37aCE3	2.0564887053119176	0
137	0xE04B7eCBac9525E86CE7F936FE5859eD9A3e60A5	3.263153320402867	0
138	0x1e0CC611Bf8E96700869a3eF6E9608E165b1d8F6	1.6528919887099065	0
139	0xA84Fd89788682d4F1CA693875179Ed30EEA552B8	1.552051348605271	0
140	0x70735C89b0368b9C09F86Db2bde46D7fdcc50c9E	2.217652782553319	0
141	0x6fbB54979915185fcE40B53D9CbcF52CB30E95a9	1.3063252437618234	0
142	0x1dA494ac63D53BAFc09303Db74eF2eb48fD6BB61	2.335628262725714	0
143	0xE90F2681DE5513e4E9f53Cc6b573f419B1F62fEA	3.4267048216471085	0
144	0xDa79D90656bFaC349Cc7D92369E7B809726F0a84	1.5608225187399463	0
145	0x69BaE04E469162a3905e15E557A713cB53677541	3.4012577410972007	0
146	0x737D0E779a628B6844301dc097a65a4457e3C5D0	1.7398459069770793	0
147	0xE32CD964e1244faf756c0D2e51b5aB750B079a2B	1.7863899318393928	0
148	0xC04d4184D8423222CE307d00cC184B7DAa714FE2	3.296228306927336	0
149	0x2071bB860DC1934575E413b128D070971f665f4e	3.2121386978158535	0
150	0xd904efcC1D3bf244c5A75E86C906e6b6262f9791	3.038057233509113	0
151	0x276FfD45383d38d8A8C25793698125245f9329c9	2.505887552809324	0
152	0xdAfFeD5E1C34464E0a239ce8c2f23823E973BEBF	4.180478357987576	0
153	0x7bdCeaCA309765D630a2b5F9E3bB961aF150Cf3A	3.2149836059029173	0
154	0x268EF5d53Ec869bC165D6a14209eed53e62C3D13	1.5920335452577743	0
155	0xc1B339d376420a3D529B1c81ae36071cfB828094	3.1376700851650563	0
156	0xbA48746eB7DF7Adac974b134BF3A6c5Ca41292Ea	2.0122765770171798	0
157	0x3575B65FE639bBA28f67cc920D5E8a8156016fDC	3.909286189515335	0
158	0x7124a8537E0230857cB0f9Ec3deEcC421f91E454	3.767472103713756	0
159	0x213fB78D4fE16fb479485a80b0F925C682267672	2.0875483462817783	0
160	0xf3661d113CD2e79E41334DBa0CBB34E1d8edc426	1.896278463753855	0
161	0x77FE7551103f38637F9d8dd55E2D8b2c5BE1E968	2.5536642524496243	0
162	0x4259fF79fcf0D4a4224161dF98394552BA972aA1	1.7937725851336341	0
163	0x3032384A48657509169eC26360A4795C2566578D	2.904112409713446	0
164	0x8b20e43092ac2b4b4D1191A7Bdb6c7C02a83304F	1.7941566538447546	0
165	0xebad68b850D7D0E448f5f8369D58841395165ad3	1.280747547498014	0
166	0x67F2766116638840410EcE333E330C3230830EEC	1.5888347409787578	0
167	0x87d9C2cF5919BB096B19D760511cfe52Ddd0635e	5.69512819952808	0
168	0x50C11f4Eb7A36E1A30538F0dbE948b16d888287B	2.5366512810735875	0
169	0x69e6Cc0Cffd98EdD084cC651A02d882bF460D30E	1.8973776610833792	0
170	0x2CaAA209a707568B3B95794a0f048E5EB2cC3261	1.6552223452445762	0
171	0x50632DcF681e655153FAE6773b5493C151C78D32	1.4698343234301106	0
172	0x8780B9C17005774a300271F58fe148740921e771	1.6711850634053012	1
173	0x9D2777A05bebd09Ef38692E23C9FdF9876C9583B	2.372232358250614	1
174	0xa8a1131B1A3a4f542FC5D82E94B9282b51Ac3Ffd	1.823375706783934	0
175	0xaEf909F53842e21bD2aCeb64Aaa43A2D6381aBBc	3.6351222200483133	0
176	0x5443bcFF852eAe9876Cf0060AD26208525d31a1A	4.009958648331348	1
177	0x1D2c80953E888850f04EB638e0Ff5813F652B176	4.969997225554621	0
178	0x0B9B2D9db2a3A1FB64a9203931Be44b626417910	1.9078586875815537	0
179	0x9620C69D6804BD7ba8057a9294Ca9FF94F1f1209	1.769924302797681	0
180	0x132a5585F1a4AefF41ed678F82052B62E506FEac	2.174043928433583	0
181	0x1b0606eb40D389eB5769Ee087ed7d1226202176B	2.9252647316049045	0
182	0x8178e5d560948101130559137C2aD090E4464bF2	2.6715275323939514	0
183	0x50d47eF7D2A99A23f6C908bd1bED273dF3413170	2.4361817092876974	0
184	0x92bb6a85CCe29bBCb11dC9Fd60e86c1d271653Ca	2.4452983944927373	0
185	0xF6Cad5f83E8a3867B88d88D494ceD4f68f955936	3.111907254894419	0
186	0x021F19257652887DfA300DFc8d2a73D45fa93B2B	3.9291469761701805	0
187	0xe1b9647f175E1dCD80d7C12129F589DB1CC841b0	2.6288648717629894	0
188	0x49364658a1982003ac22764d043b880dBB6a5130	1.340786153193932	0
189	0x2a06eEc8a758539BCF6Bbd16B3B05C06176Bd0bf	2.1615899402821444	0
190	0xB0A556B43a40CB0C49335A6676d1571234B752a4	4.479771924414587	1
191	0xe86452CB26E609bb8849b6Bc304141F4A02075ef	2.2780046485454273	0
192	0xC6dC735B743ecFB910953311d5846834C1E62F1c	3.681413675654824	0
193	0x468781191c62ef3B19C78101D88383ea3CFE9101	3.2486994336840835	0
194	0x3E7AB9a931748b4461FA46a616053132f5F686Fb	4.139845148080283	1
195	0x139a3bA6b323CC17D99368d67F213e09d0296FC6	1.729748625034575	0
196	0xC7272CeCdb717536f067e5DfA573623644e30D46	1.8958489262989762	0
197	0x120e35CcE718902880Fa35C632BB978C132ff794	4.030806825296177	0
198	0x6884cc54361f22732dD60028842cCae18069fb5D	2.6158849448729344	0
199	0xcA7Ad0CbB20BfBC74b7Ea068f804cF902a8C4222	3.732948101046212	0
200	0x1D359221bD4813E42AdBBFD548083dD4A124B643	2.3656070303449432	0
201	0x31f9e232F1C047702188FD6dD811C50c9FDafc94	1.2790876006693899	0
202	0x814709c6170Fc081fBD258fFA889707575A1fEDE	2.090302996898707	0
203	0x41F65F0A74a0a6A8ccb89022BdD3B35ce87141d3	1.67934706548698	0
204	0xcA30DD26a594c5003641d9b5e124cB70DFdf50A2	1.6328890894515995	0
205	0x2C42695aC2Cff060E19a6f2aA7464BD7D4c01F50	1.669186346652916	0
206	0xc8Df511Eec11b2A522C68C13d2B287286199a655	3.6902723329063782	0
207	0x2217e0A2dE9D88d463b298d41B527686D405b9aE	2.163866537180969	0
208	0x10790Aa07102c26d494641e59D7D3604f2472587	3.5073953684001054	0
209	0xa8c8fa0356c994e09afeBF29adeA8D66Cb704D3D	2.452930864906976	0
210	0x54B459fab94249edaaDBdD0fa060d0e828AdC445	1.8893261046405274	0
211	0xf308f388e93a9D0356A691fE8AA80B623438dBF8	3.218723520044798	0
212	0x152f175c7F7E7aE6F00c8f6Bf62aE851aa256728	1.6643018534565903	0
213	0x080aaC4d15bdf93fb85957ABD27e782c0536261E	1.5360034318918445	0
214	0xA3c583671EF75A3D45c3e5fB4fcD725f53336b6e	2.1210879954878505	0
215	0x42B946282c682627d53Ca8d19CD85244B706c925	1.967551167034072	0
216	0x481386EBd75Cda75945E337Dbe774295DdEbc761	3.1451309652533075	0
217	0xCFA2632b995B640697ec517527AAD2fAAf2571a1	2.3245044890051236	0
218	0x5568837853cB2Ffd98D73729D601cDbc14a33572	3.2699820890978684	0
219	0x5877741b55B0D9a9DC66962E6caD40ceb6d44D15	2.25506809319838	0
220	0x490A063f5E2D22f17186190c2c9E0D0D5DEf829d	2.878171035016176	0
221	0xA5Fb2cF8D0185B8Adf319b4eB2480e7A6f2A93AB	2.2017566750055177	0
222	0xBF8b3E5018Ce0B3D1e9930c4cA075De8C502BA43	3.0857686721939324	0
223	0x515151B3A06F17F8983c73E4E252826c92C887f9	1.804044736251036	0
224	0x88eDB9A69574aFeA57582EA9f129ACDbc782B773	3.091298341689482	0
225	0xefA963D4B06Fb428B91eCFa245A18f4AF5719088	3.194245445291851	0
226	0x689909e0ecA210Bbe3Ae96C9a4b46d84bE20e710	2.480593238249805	0
227	0x5b93fbF35Bad9E8488d3C31395AacA567D6FeAf4	4.451144082691761	1
228	0x7220A4452744f22B6D017cF52A216291cFc682a8	2.254265576342836	0
229	0x7D63791781a26cd783770Ea74AD8529605188a8e	2.7324752948935385	0
230	0xf06a77a9782a28f6383c04A3cE5B2968a3dc4e49	1.9487551853726173	0
231	0x761c356125966166A2ec7767F5a388F8303D9707	2.5963004711653532	0
232	0x25B5d10CF692E0a89FA8B1B160438DB1fE3653ad	1.7069240629049598	0
233	0x5c29B4DF97b34D6fd6b8984511E8aC9F22dFde43	3.010505052160395	0
234	0x5553D44750Ee9172C7Be0FF1342686633fcdBE5e	1.8916335242749214	0
235	0x48495A22113713c1996DDEC453283196c394673e	1.6721234693771385	0
236	0x11beB99C44914989206992f7262EA78e42f3809d	2.2989507836308816	0
237	0x3566E183c899509b9D932049183dCA43aB90e60A	2.466147857151989	0
238	0xEa1AeAA8f00f350725633518e4DC1FCfDCEc99Dd	2.8590241105786354	0
239	0x345dfcFc2ba58357AFFDB1a4Ae50Fc463bbc6f85	2.4311884302273192	0
240	0x5A7Ae40DbD2b225BF3aAB040D46Af8b620C4DF42	2.1600331735224785	0
241	0xFd85e0C700ceFB4F1EcB6e5436105764D2662133	3.1094393859083427	0
242	0x913e22567Ab5ABa26cd5D261380f653BDCa8ff0F	2.7460516518603604	0
243	0x10CbE799A773da6b0cFC14D5CA045831491f60F0	1.8433621525904278	0
244	0x657245678bB1130666b6c43f45bfb9a997034Be5	3.2022346466271405	0
245	0xd81861B85A142F1a7EDC9666CeBcBdD5f84adD02	2.3877046241294178	0
246	0x79aef4D1C799E0a9B73fb2E6b91Ab65E8857FE51	3.5021287445073046	0
247	0xCA34156AD4D7FfD2FE000fe5d987e700A48596F5	3.9749403372633316	0
248	0xE295f013f0c82fE4e71EB37e5Faf8Ac9925d79b3	2.3525687959932116	0
249	0xA520DA91580fBf30998D160bBdba041873AF9c9c	2.8722709789530985	0
250	0xdCFCa0e09Ca3971E0470D963434c85f382cF78bC	1.5745834364997982	1
251	0xd9f86716104Fc3e84b949A60aD8CD89BCf3a82A1	1.5908456979655057	0
252	0x7579C8a264bE54D387441F85e83F41312D3de498	3.144392632233705	0
253	0x14A3bc03Cdd9A87d4c5563cCCABd4EBF660d31f7	2.8785367481746014	0
254	0x4484Fb740Bd83996a9f7b1d8B6d1fad5620340de	3.7543123171172343	0
255	0xADa647D2d08a3651C695f9A6b4eb926A3E4069EC	1.7619041297705602	0
256	0x50dddbd60c61dA6f721e42BB76857Cf50Eb781C7	2.9292325468279863	0
257	0xEbdd5284E20Eb15Aa830E45702a4705308E3662A	2.755124345334078	0
258	0x67a7675858065D4708D72003C2668aBA8c1a4F13	2.603324858710281	0
259	0xe57b3d428e9b1f19aEee524F5Fc1eb8286B960E9	3.209239778411575	0
260	0x53C0A65aD416B76ea959C6bAb5BA9370294a4DdE	5.858966588813127	0
261	0x2b42cBbE5aE1F12648574C26954D211AA140B06a	2.8955499230819473	0
262	0xAf9eBE56A9017fA33cf3fA74666a086b610260E0	2.0724939605706014	0
263	0x0AD276c856B8dC1F5d863DF036a9a7C735D23BA1	2.1420810535758394	0
264	0x8147E3Fc316241eA3f92D1725af7370db9141e2e	2.5878559267180994	0
265	0x3da1257797B93005e59502936582B336913dbe78	1.435182412508985	0
266	0x3201A060b36E66cBa17928B2287768106C97E74e	2.3641298906829658	0
267	0x88b6F8A6eF62808C26b035e32282EA2053282A7B	2.7780069196828614	0
268	0x827D9324900673D62958cca77a799988B8E2A11D	2.4086876623311015	0
269	0x3AF9501636c16258Ed1Dcd7D9c5A64D2e7912Ab1	2.5050017399229123	0
270	0xE8132E3408C58df2CAFD62540893f1988DE4079e	2.2373552381118884	0
271	0xb81Fb10b087FA5a5FF7Af2E7B2924768Fb4D5502	2.746970703174293	0
272	0xE3855dC222f88076dd82631Ac32b3ed736C58781	3.173414714188125	0
273	0xd3E067EB3588bB8419b0A7aD16B694b72ADB500E	2.4620750878156406	0
274	0x080FD269576c430233202021dd530f6D8474fB25	1.3765613559649112	0
275	0x546af078195C5C6C92e05f2889470791E932b094	1.6662486952711728	0
276	0x7292BD5EcAE187A63DaF889d3C0Bd941947926CA	1.6500571849783583	0
277	0xe3786f56cf5baC0f36433B7309C16EB9e1a1F927	4.154920506326848	0
278	0x438548fB21a26E2a6f62c297D24FBC9684E7A3fC	1.51658306405416	1
279	0xdD9751bADcFC0A048162a5A15366AF369F2c598E	2.2776741263065086	0
280	0x899371fDC29f1EAB27b36ce08ba4Fedb941221c9	1.09492846556158	0
281	0x61696e37D4D7ed22149f0cB01f52Dda088D4cd45	1.4893024296700021	0
282	0x4904e8730bB574abCBC5E87a978259ad48c90451	1.793741567221478	0
283	0x814032227cb2afBed0C4aDb05C712ddc2338C373	3.910853388612097	0
284	0x03757D74e081EBe32724F8a5913456281B8893D5	2.224487231638236	0
285	0x4e83bb9AC33a7f5Ed6A20C6742E5ccec744615da	3.957437889296221	0
286	0x73C8e8D4fe57f8C54031d6F16f317Aa61a2753E5	2.983838697916803	0
287	0xB7bFdf3598e93A909f740D929b524bF1fDca4DfE	1.569137661391391	0
288	0x96BE2fa5B4ff787Ba9930eE99d16c7B9cE905022	1.8491382492414141	0
289	0x2dB15a842c7E113509a6Ee736ad76dEc0DD11991	1.50502109538403	0
290	0xa82143e4B4B0672C601cb60837a2ec3832C692d5	1.9278046140996692	0
291	0xB4214fBdF0CD531170765E2cEEf655Ad6EC64b4f	1.776772678000778	0
292	0xFc306d44694a8e9a0703eda97a8F7313c90f8793	1.7727481683326043	0
293	0xbdb7939F4Ef0BBd3B6532263FBF7432E7297c167	2.2139856688480197	0
294	0x726d41bB5ca5cb67A6F5452a0c1E0095e4B15ed8	2.269660929523904	1
295	0xCb194beD09c9765bb2c8CAb054e6a87Ea8116e23	3.449462507456388	0
296	0x56197eB8D14Ce1649A9b51E432EDeD1F2635caE6	1.8281108262735963	0
297	0x28C960465A83C809062D003E749F42861451EEdc	2.1198270436574207	0
298	0x75dc0b05A35Ea3FEFd31068BA0b5eec882B81847	1.3858586402414461	0
299	0x870f6cB7c4bFf8A6f10C4b08b1e63f849A51B127	2.1415502108994655	0
300	0xF9F5576192817B0D0b35B55de93555e7BEA7c44f	3.3700697027377617	0
301	0x204a78410EC6903461fca57F246F8BceD80e08f9	4.690523360085647	0
302	0x8666B55a01b09DC0C59c7a54a6a6e313A683B898	1.2315918185487722	0
303	0x50475B91cc34b8189db140065544748D55d95D9b	3.8002840544755845	0
304	0xB9618d758dE9135Cc541a556c005d1C3A60045fd	1.5077485020038575	0
305	0xB1b76e0083E14e3a492F7D67a3cfAcbeFbDE66fD	5.055036310731368	1
306	0xE7084aB1937dB0dcAd7Fdc99E29A099e393F3Ed6	2.060050754124669	0
307	0xbDD870fc40369D4488bC4aCb9eBAe25eF650B3E0	1.3525083251327752	0
308	0x2ad6D01424883210c9914EB22E0ff2536Aba9f86	1.4369606267588724	1
309	0xA699a32954d3B454b89Bf1825C645cB7C7e504A0	3.0980204487516563	0
310	0xa5aC38aB73f6677aeB68260B171c0cFC34D4029E	3.06245145766521	1
311	0x565573d0d4718C17d3A0Abb6B4A91887241Ad167	1.672305114922202	0
312	0x96A6960aC643246a4626bD31e7Adc61bbaB3D177	2.1070326628071863	0
313	0x38Ce3AF4E51a2DD599A99EF955d2f9A6975B9127	2.371290022891242	0
314	0x0BC6Dc5E3BDCD7720cEEF7051B9fa4D3fF89b443	1.4929878729465687	0
315	0xcbE3493899AadA711351877F8a6b6D24667EE79d	1.6975807654791262	0
316	0x45eEe595cB8aF27453E3A2c7B787a9FDbf6f5432	4.118741448402936	0
317	0xB6CD2FC194a071AC19c9819d55686aDe0f8Ab8D6	1.88044533762459	1
318	0xbe0f8291DDa51BC45851B31F1FA09cE791fee2b4	2.2071410317930473	0
319	0x4Ce3561382E9a313ddAE7e12e8D62305734B2C27	2.1448221989121796	0
320	0x8D953Fc8A3aAac32e8538d30eE67a997E12c86c6	2.5162323858700946	0
321	0x15eB4ED02D791e24C9B1e58A387461B4e1B641bE	4.139978914924176	0
322	0xd09692DAf3B11a66453ecc0A64c0F860ddE5bdDE	3.6028976107943596	0
323	0xEeb714F1372A59f150e4472A79F07c0b24E4f392	1.2391555233550022	0
324	0x953CdC81e207747199D877a3b4b6c52e10C1d462	2.312889679035454	0
